Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
25K9cWrxNv991UYiOzBJqR,"5K4W6rqBFWDnAN6FQUkS6x,05oH07COxkXKIMt6mIPRee","Bring Me Down","Late Registration","Kanye West,Brandy",2005-08-30,198973,59,spotify:user:bill9119,2023-12-06T22:24:42Z,"chicago rap,hip hop,rap,contemporary r&b,dance pop,hip pop,r&b,urban contemporary",0.385,0.691,6,-6.919,0,0.0924,0.00592,0,0.595,0.352,111.278,5
4R5bSS8yoCl2czeWLr61aO,"5K4W6rqBFWDnAN6FQUkS6x","Diamonds From Sierra Leone - Bonus Track","Late Registration","Kanye West",2005-08-30,238400,60,spotify:user:bill9119,2023-12-06T22:24:42Z,"chicago rap,hip hop,rap",0.435,0.846,7,-3.458,1,0.263,0.148,0,0.306,0.57,100.771,4
4jmIwyEgVP89VVOPWX8qbv,"6jGMq4yGs7aQzuGsMgVgZR","Nobody","222","Lil Tjay",2023-07-14,184675,60,spotify:user:bill9119,2023-12-06T22:25:36Z,"brooklyn drill,melodic rap,nyc rap,rap",0.639,0.492,9,-7.81,1,0.0601,0.291,0,0.392,0.134,87.981,4
2mNaugzeRDyAq991bw4nqv,"6jGMq4yGs7aQzuGsMgVgZR,57LYzLEk2LcFghVwuWbcuS","Stressed (feat. Summer Walker)","222","Lil Tjay,Summer Walker",2023-07-14,144344,66,spotify:user:bill9119,2023-12-06T22:25:36Z,"brooklyn drill,melodic rap,nyc rap,rap,r&b",0.644,0.504,2,-8.145,1,0.162,0.237,0.00000255,0.138,0.302,94.04,4
5ybZcAwqUF7i9gwABLeXzs,"6jGMq4yGs7aQzuGsMgVgZR,2tIP7SsRs7vjIcLrU85W8J","2 Grown (feat. The Kid LAROI)","222","Lil Tjay,The Kid LAROI",2023-07-14,232091,72,spotify:user:bill9119,2023-12-06T22:25:36Z,"brooklyn drill,melodic rap,nyc rap,rap,australian hip hop",0.656,0.364,11,-10.913,1,0.0824,0.582,0,0.252,0.427,96.971,4
1xHcIJHIHwr2PUyTmFTWTy,"6jGMq4yGs7aQzuGsMgVgZR,14CHVeJGrR5xgUGQFV5BVM","Bla Bla (feat. Fivio Foreign)","222","Lil Tjay,Fivio Foreign",2023-07-14,146966,63,spotify:user:bill9119,2023-12-06T22:25:36Z,"brooklyn drill,melodic rap,nyc rap,rap,new york drill,trap",0.729,0.768,6,-7.012,0,0.133,0.0787,0.00000217,0.107,0.553,148.08,4
3WuKqAvj0DvhUDwcYUX1Mp,"6jGMq4yGs7aQzuGsMgVgZR","Someone Who Cares","222","Lil Tjay",2023-07-14,203492,57,spotify:user:bill9119,2023-12-06T22:25:36Z,"brooklyn drill,melodic rap,nyc rap,rap",0.541,0.509,7,-6.263,1,0.125,0.318,0,0.229,0.232,116.553,3
4xyJoUIOHlWiOa6wddezEj,"6jGMq4yGs7aQzuGsMgVgZR","Forgot I Was The 1?","222","Lil Tjay",2023-07-14,212048,55,spotify:user:bill9119,2023-12-06T22:25:36Z,"brooklyn drill,melodic rap,nyc rap,rap",0.665,0.552,1,-6.891,1,0.161,0.481,0,0.106,0.206,146.904,4
0wdlLb695gFP3CSiUAqxls,"6jGMq4yGs7aQzuGsMgVgZR,7wlFDEWiM5OoIAt8RSli8b","Project Walls (feat. YoungBoy Never Broke Again)","222","Lil Tjay,YoungBoy Never Broke Again",2023-07-14,152217,64,spotify:user:bill9119,2023-12-06T22:25:36Z,"brooklyn drill,melodic rap,nyc rap,rap,baton rouge rap",0.72,0.636,6,-6.793,0,0.219,0.147,0,0.112,0.504,140.002,4
1vHzUmqpA2tgO1OGtBuItX,"6jGMq4yGs7aQzuGsMgVgZR,6AgTAQt8XS6jRWi4sX7w49","Beat the Odds Pt 2 (feat. Polo G)","222","Lil Tjay,Polo G",2023-07-14,212600,61,spotify:user:bill9119,2023-12-06T22:25:36Z,"brooklyn drill,melodic rap,nyc rap,rap,chicago rap",0.524,0.361,8,-11.384,0,0.464,0.73,0,0.103,0.764,179.876,4
6JV2JOEocMgcZxYSZelKcc,"31TPClRtHm23RisEBtV3X7","CAN'T STOP THE FEELING! (from DreamWorks Animation's TROLLS)","CAN'T STOP THE FEELING! (from DreamWorks Animation's TROLLS)","Justin Timberlake",2016-05-06,236001,81,spotify:user:bill9119,2023-12-12T20:38:18Z,"dance pop,pop",0.666,0.83,0,-5.715,1,0.0751,0.0123,0,0.191,0.702,113.03,4
0WoVfPjxsf9MTvPt9ptqeE,"0ErzCpIMyLcjPiwT4elrtZ","SLUT ME OUT","Cottonwood 2","NLE Choppa",2023-04-14,123672,79,spotify:user:bill9119,2023-12-12T21:03:24Z,"memphis hip hop,rap",0.938,0.606,6,-6.396,0,0.419,0.117,0,0.528,0.706,121.108,4
5iSEsR6NKjlC9SrIJkyL3k,"0fA0VVWsXO9YnASrzqfmYu,0SwO7SWeDHJijQ3XNS7xEE,57dN52uHvrHOxijzpIgu3E","Pursuit Of Happiness (Nightmare)","Man On The Moon: The End Of Day","Kid Cudi,MGMT,Ratatat",2009-09-15,295293,73,spotify:user:bill9119,2023-12-12T21:05:23Z,"hip hop,ohio hip hop,pop rap,rap,alternative rock,indie rock,indietronica,modern rock,rock,brooklyn indie",0.63,0.605,0,-8.951,1,0.0414,0.484,0.0000929,0.298,0.266,115.277,4
0gEV1AR0gd59DzrMJalYcK,"2p1fiYHYiXz9qi0JJyxBzN","Bullet From A Gun","Ignorance is Bliss","Skepta",2019-05-31,171333,62,spotify:user:bill9119,2023-12-13T13:51:48Z,"birmingham grime,grime,instrumental grime,uk hip hop",0.87,0.685,0,-6.3,0,0.297,0.469,0.00000368,0.281,0.499,134.961,4
313vrMqHcZiCZwNGI0sREv,"7BA072InWOjB1X7MZGOloy","Thug Cry","Thug Cry","Soldier Kidd",2019-06-18,173556,53,spotify:user:bill9119,2023-12-17T15:26:56Z,"florida rap",0.763,0.654,4,-8.596,1,0.19,0.101,0,0.0898,0.588,99.921,4
4vSoyDfL0uZyUoWu5NNNsQ,"7wlFDEWiM5OoIAt8RSli8b","Self Control","AI YoungBoy 2","YoungBoy Never Broke Again",2019-10-11,185865,65,spotify:user:bill9119,2023-12-17T15:27:39Z,"baton rouge rap,rap",0.82,0.697,6,-7.296,0,0.378,0.0349,0,0.197,0.629,154.992,4
7sIx70dGj3VBiHWr0KZXfD,"0m5FakHKCQdA7UN0PIzMcL","Blondie","Wild Heart","Current Joys",2013-01-02,194733,79,spotify:user:bill9119,2023-12-17T15:32:34Z,"lo-fi indie,pov: indie",0.776,0.626,6,-12.561,1,0.0396,0.622,0.899,0.086,0.866,122.072,4
39lSeqnyjZJejRuaREfyLL,"0lZoBs4Pzo7R89JM9lxwoT","Hungry Like the Wolf - 2009 Remaster","Rio (Collector's Edition)","Duran Duran",1982-05-10,220626,77,spotify:user:bill9119,2023-12-17T15:32:58Z,"album rock,dance rock,new romantic,new wave,new wave pop,rock,soft rock,synthpop",0.691,0.812,0,-7.772,1,0.0558,0.0433,0.00000116,0.299,0.685,127.568,4
5yT55i6u5zByvA6McnMIDZ,"0lYeY1K9D5DkmynyY39vGG","Love Me Love Me Say That You Love Me","Love Me Love Me Say That You Love Me","The Travelling Kisses",2012-03-19,198621,52,spotify:user:bill9119,2023-12-17T23:00:28Z,"",0.727,0.612,0,-5.269,1,0.0311,0.0165,0,0.0952,0.719,111.976,4
0R8P9KfGJCDULmlEoBagcO,"4gzpq5DPGxSnKTe4SA8HAU","Trouble","Parachutes","Coldplay",2000-07-10,273426,75,spotify:user:bill9119,2023-12-17T23:07:57Z,"permanent wave,pop",0.565,0.546,11,-7.496,0,0.0314,0.189,0.0015,0.17,0.195,139.757,4
6jgkEbmQ2F2onEqsEhiliL,"3Sz7ZnJQBIHsXLUSo0OQtM","My Kind of Woman","2","Mac DeMarco",2012-10-16,190845,84,spotify:user:bill9119,2023-12-17T23:13:43Z,"edmonton indie,lo-fi indie,pov: indie",0.501,0.765,6,-7.063,0,0.0281,0.00294,0.49,0.184,0.46,91.771,4
2vWBUC9djv6BtiGlmKiQaH,"6FugQjLquBF4JzATRN70bR","YKWIM?","Bipolar","Yot Club",2019-05-31,212750,85,spotify:user:bill9119,2023-12-17T23:18:51Z,"bedroom pop",0.372,0.537,9,-7.623,1,0.0305,0.937,0.873,0.287,0.228,123.735,3
2M9ro2krNb7nr7HSprkEgo,"7oPgCQqMMXEXrNau5vxYZP","Fast Car","Tracy Chapman","Tracy Chapman",1988-04-05,296800,87,spotify:user:bill9119,2023-12-18T00:32:21Z,"folk,lilith,singer-songwriter,women's music",0.711,0.292,4,-15.523,0,0.037,0.313,0,0.131,0.194,103.951,4
0rwmxAht1fk7QuSiCmIhGV,"6V6WCgi7waF55bJmylC4H5","I Will Survive - Single Version","Hits Of The 70's","Gloria Gaynor",1993-01-01,198600,46,spotify:user:bill9119,2023-12-18T00:40:57Z,"disco,soft rock",0.801,0.623,9,-13.445,0,0.0508,0.0173,0.00811,0.323,0.641,116.426,4
2LawezPeJhN4AWuSB0GtAU,"3IYUhFvPQItj6xySrBmZkd","Have You Ever Seen The Rain","Pendulum (Expanded Edition)","Creedence Clearwater Revival",1970-12-07,160133,90,spotify:user:bill9119,2023-12-18T00:46:21Z,"album rock,classic rock,country rock,rock,southern rock,swamp rock",0.741,0.697,0,-7.028,1,0.0277,0.0664,0.0000228,0.133,0.774,116.109,4
7iN1s7xHE4ifF5povM6A48,"3WrFJ7ztbogyGnTHbHJFl2","Let It Be - Remastered 2009","Let It Be (Remastered)","The Beatles",1970-05-08,243026,81,spotify:user:bill9119,2023-12-18T01:00:19Z,"british invasion,classic rock,merseybeat,psychedelic rock,rock",0.443,0.403,0,-8.339,1,0.0322,0.631,0,0.111,0.41,143.462,4
3SdTKo2uVsxFblQjpScoHy,"3plJVWt88EqjvtuB4ZDRV3","Stand By Me","Don't Play That Song (Mono)","Ben E. King",1962-08-20,180055,82,spotify:user:bill9119,2023-12-18T01:00:19Z,"rock-and-roll,soul",0.65,0.306,9,-9.443,1,0.0393,0.57,0.00000707,0.0707,0.605,118.068,4
3nvuPQTw2zuFAVuLsC9IYQ,"4sD9znwiVFx9cgRPZ42aQ1","Nothing Compares 2 U","I Do Not Want What I Haven't Got","Sinéad O'Connor",1990-07-01,280040,3,spotify:user:bill9119,2023-12-18T01:00:19Z,"lilith,new wave pop,singer-songwriter",0.511,0.574,5,-7.016,1,0.0273,0.0425,0.0000233,0.105,0.161,119.917,4
7pKfPomDEeI4TPT6EOYjn9,"4x1nvY2FN8jxqAFA0DA02H","Imagine - Remastered 2010","Imagine","John Lennon",1971-09-09,187866,80,spotify:user:bill9119,2023-12-18T01:00:19Z,"classic rock,rock",0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,4
4y1LsJpmMti1PfRQV9AWWe,"2BTZIqw0ntH9MvilQ3ewNY","Girls Just Want to Have Fun","She's So Unusual","Cyndi Lauper",1983-10-14,238266,84,spotify:user:bill9119,2023-12-18T01:00:19Z,"dance pop,new wave pop,permanent wave,soft rock",0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,4
6dGnYIeXmHdcikdzNNDMm2,"3WrFJ7ztbogyGnTHbHJFl2","Here Comes The Sun - Remastered 2009","Abbey Road (Remastered)","The Beatles",1969-09-26,185733,87,spotify:user:bill9119,2023-12-18T01:00:19Z,"british invasion,classic rock,merseybeat,psychedelic rock,rock",0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,4
5CQ30WqJwcep0pYcV4AMNc,"36QJpDe2go2KgaRleHCDTp","Stairway to Heaven - Remaster","Led Zeppelin IV (Deluxe Edition)","Led Zeppelin",1971-11-08,482830,81,spotify:user:bill9119,2023-12-18T01:00:19Z,"album rock,classic rock,hard rock,rock",0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,4
1h2xVEoJORqrg71HocgqXd,"7guDJrEfX3qb6FEbdPA5qi","Superstition - Single Version","The Definitive Collection","Stevie Wonder",2002-10-29,245493,77,spotify:user:bill9119,2023-12-18T01:00:19Z,"motown,soul",0.633,0.634,8,-12.115,1,0.0725,0.038,0.0064,0.0385,0.872,100.499,4
37ZJ0p5Jm13JPevGcx4SkF,"58lV9VcRSjABbAbfWS6skp","Livin' On A Prayer","Slippery When Wet","Bon Jovi",1986-08-16,249293,89,spotify:user:bill9119,2023-12-18T01:00:19Z,"glam metal,rock",0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,4
6om2CyDymsbk4495953FQf,"49Bhln2KryeL03m5wPPrj5","Broken Record","The Z00 Shift","The Zoo Shift",2021-07-16,149456,13,spotify:user:bill9119,2023-12-18T01:00:19Z,"",0.718,0.482,7,-9.154,1,0.0474,0.136,0.411,0.189,0.399,83.996,4
5b7OgznPJJr1vHNYGyvxau,"1Mxqyy3pSjf8kZZL4QVxS0,2jFZlvIea42ZvcCw4OeEdA","Fly Me To The Moon (In Other Words)","Sinatra/Basie: The Complete Reprise Studio Recordings","Frank Sinatra,Count Basie",1962-12-10,147000,76,spotify:user:bill9119,2023-12-18T01:00:19Z,"adult standards,easy listening,lounge,big band,harlem renaissance,jazz,jazz piano,swing,vocal jazz",0.668,0.26,7,-14.256,1,0.0523,0.453,0,0.0621,0.368,119.416,4
3YKptz29AsOlm7WAVnztBh,"5GtMEZEeFFsuHY8ad4kOxv","Kiss from a Rose","Seal","Seal",1994-05-31,288426,78,spotify:user:bill9119,2023-12-18T01:00:19Z,"british soul,new wave pop",0.584,0.533,10,-7.11,0,0.0305,0.684,0,0.306,0.224,131.745,3
0TDLuuLlV54CkRRUOahJb4,"1Cs0zKBU1kc0i8ypK3B9ai,5WUlDfRSoLAfcVSX1WnrxN","Titanium (feat. Sia)","Nothing but the Beat (Ultimate Edition)","David Guetta,Sia",2012-12-07,245040,84,spotify:user:bill9119,2023-12-18T01:01:29Z,"big room,dance pop,edm,pop,pop dance,australian dance,australian pop",0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,4
1jDJFeK9x3OZboIAHsY9k2,"3PhoLpVuITZKcymswpck5b","I'm Still Standing","Too Low For Zero","Elton John",1983-05-30,183440,87,spotify:user:bill9119,2023-12-18T16:56:18Z,"glam rock,mellow gold,piano rock,rock",0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,4
5O4erNlJ74PIF6kGol1ZrC,"2QsynagSdAqZj3U9HgDzjD","Could You Be Loved","Uprising","Bob Marley & The Wailers",1980,237000,87,spotify:user:bill9119,2023-12-18T16:56:18Z,"reggae,roots reggae",0.916,0.72,0,-8.548,1,0.1,0.36,0.00016,0.0958,0.76,103.312,4
3VZmChrnVW8JK6ano4gSED,"3koiLjNrgRTNbOwViDipeA","Sexual Healing","Midnight Love","Marvin Gaye",1982-10-01,238600,75,spotify:user:bill9119,2023-12-18T16:56:18Z,"classic soul,motown,neo soul,northern soul,quiet storm,soul",0.805,0.602,0,-9.7,0,0.0579,0.119,0.000122,0.0581,0.744,94.382,4
7j74lucZ59vqN67Ipe2ZcY,"77tT1kLj6mCWtFNqiOmP9H","Maneater","H2O","Daryl Hall & John Oates",1982-10-04,273173,83,spotify:user:bill9119,2023-12-18T16:56:18Z,"album rock,classic rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock,yacht rock",0.724,0.498,11,-13.083,0,0.0423,0.0405,0.0000856,0.0761,0.823,88.825,4
66S14BkJDxgkYxLl5DCqOz,"1A92IAcd7A6npCA33oGM5i","I'm Gonna Be (500 Miles)","Finest","The Proclaimers",2003-09-01,219466,72,spotify:user:bill9119,2023-12-18T16:56:18Z,"celtic rock,scottish rock",0.851,0.551,4,-5.177,1,0.0396,0.151,0,0.0827,0.807,131.922,4
7Ewz6bJ97vUqk5HdkvguFQ,"3Z02hBLubJxuFJfhacLSDc","Heaven","Reckless (30th Anniversary / Deluxe Edition)","Bryan Adams",1984-11-05,243360,81,spotify:user:bill9119,2023-12-18T16:56:18Z,"canadian pop,canadian singer-songwriter,classic canadian rock,heartland rock,mellow gold,soft rock",0.382,0.589,9,-7.315,0,0.0267,0.0465,0,0.122,0.335,140.059,4
34x6hEJgGAOQvmlMql5Ige,"3Y3xIwWyq5wnNHPp5gPjOW","Danger Zone - From Top Gun Original Soundtrack","Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins","Kenny Loggins",1997-03-25,215133,77,spotify:user:bill9119,2023-12-18T16:56:18Z,"album rock,classic rock,heartland rock,mellow gold,new wave pop,singer-songwriter,soft rock,yacht rock",0.544,0.897,3,-6.056,0,0.0471,0.241,0,0.13,0.647,157.17,4
0LpF3BJplNYWei6BmgZJwq,"3X0tJzVYoWlfjLYI0Ridsw","Tom's Diner","Tom's Diner","Suzanne Vega",1987-01-01,133400,63,spotify:user:bill9119,2023-12-18T16:56:18Z,"lilith,new romantic,new wave pop,permanent wave,singer-songwriter",0.713,0.234,1,-17.876,0,0.911,0.546,0,0.246,0.388,97.483,4
15MJ5NThPjj6xhPcts8MiY,"2aS6jYh7ysTL1ZUsHneNgM","Take My Breath Away - Love Theme from Top Gun","Top Gun - Motion Picture Soundtrack (Special Expanded Edition)","Berlin",1999-01-01,255733,76,spotify:user:bill9119,2023-12-18T16:56:18Z,"new romantic,new wave pop,synthpop",0.497,0.719,6,-9.397,1,0.0266,0.0613,0,0.411,0.547,95.769,4
60bF2b61f7Q5Bt82QCBwvc,"0WwSkZ7LtFUFjGjMZBMt6T","Brothers In Arms","Brothers In Arms - 20th Anniversary Edition","Dire Straits",1985-05-13,419773,70,spotify:user:bill9119,2023-12-18T16:56:18Z,"album rock,classic rock,mellow gold,rock",0.214,0.423,8,-9.454,0,0.0323,0.53,0.876,0.119,0.136,76.145,4
31H6au3jhblhr6MMJiXnCq,"2ekjTXgjxbWwBX5lTAj4DU","Hungry Eyes - From Dirty Dancing Soundtrack","The Definitive Collection","Eric Carmen",1997,251066,78,spotify:user:bill9119,2023-12-18T16:56:18Z,"new wave pop,soft rock,yacht rock",0.712,0.549,5,-9.484,1,0.0254,0.011,0,0.118,0.552,109.882,4
7HKxTNVlkHsfMLhigmhC0I,"4tpUmLEVLCGFr93o8hFFIB","Call Me","Call Me","Blondie",2004-01-01,212226,73,spotify:user:bill9119,2023-12-18T16:56:18Z,"candy pop,new wave pop,permanent wave,power pop,rock,synthpop",0.554,0.833,2,-6.667,0,0.0347,0.000646,0.0025,0.0737,0.773,142.673,4
1GbyYL0B0Mjn3kSbrEwKKI,"1mZu3rO7qSD09GdDpePHhY","The Power Of Love","Welcome To The Pleasuredome","Frankie Goes To Hollywood",1984-10-20,332506,68,spotify:user:bill9119,2023-12-18T16:56:18Z,"dance rock,hi-nrg,new romantic,new wave,new wave pop,synthpop",0.46,0.162,5,-17.142,0,0.0335,0.376,0.0000125,0.181,0.102,122.767,4
7hkOgKKybgawYUcrkZD3wV,"5pf1217gT8zcjOFc7oMi47","Live Is Life - Live","Die Grössten Hits Aus 15 Jahren","Opus",1997-01-01,254600,63,spotify:user:bill9119,2023-12-18T16:56:18Z,"austropop",0.633,0.816,9,-11.223,0,0.0408,0.199,0.00000486,0.988,0.606,93.85,4
0oerlffJSzhRVvtDfLcp3N,"58lV9VcRSjABbAbfWS6skp","Wanted Dead Or Alive","Slippery When Wet","Bon Jovi",1986-08-16,308666,77,spotify:user:bill9119,2023-12-18T16:56:18Z,"glam metal,rock",0.252,0.802,7,-3.976,1,0.0391,0.13,0.0146,0.309,0.253,150.056,4
3SnGymj6ijE2iuUfWxLo1q,"3MdG05syQeRYPPcClLaUGl","I'm Coming Out","Diana","Diana Ross",1980-05-22,323346,73,spotify:user:bill9119,2023-12-18T16:56:18Z,"adult standards,disco,motown,quiet storm,soft rock,soul",0.72,0.828,5,-9.211,1,0.0462,0.185,0.429,0.0839,0.768,110.071,4
1yg7fwwYmx9DQ2TdXUmfpJ,"1fa0cOhromAZdq2xRA4vv8","Holding Back the Years - 2008 Remaster","Picture Book (Expanded Version)","Simply Red",1985,269840,72,spotify:user:bill9119,2023-12-18T16:56:18Z,"british soul,new romantic,new wave,new wave pop,soft rock,sophisti-pop",0.707,0.514,9,-8.885,0,0.0281,0.58,0.000159,0.0953,0.524,86.035,4
1ot6jEe4w4hYnsOPjd3xKQ,"2kreKea2n96dXjcyAU9j5N","I'm So Excited","So Excited! (Expanded Edition)","The Pointer Sisters",1982-02-01,230640,76,spotify:user:bill9119,2023-12-18T16:56:18Z,"disco,girl group,hi-nrg,motown,new wave pop,soft rock",0.59,0.868,5,-5.832,0,0.048,0.0962,0.000322,0.442,0.798,184.348,4
4gvea7UlDkAvsJBPZAd4oB,"5dbuFbrHa1SJlQhQX9OUJ2","The Boys Of Summer","Building The Perfect Beast","Don Henley",1984-11-19,288733,80,spotify:user:bill9119,2023-12-18T16:56:18Z,"album rock,classic rock,heartland rock,mellow gold,singer-songwriter,soft rock,yacht rock",0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,4
3iM9wFGlyR28IBZrXYZK9j,"6IRouO5mvvfcyxtPDKMYFN","Cold as Ice - 2008 Remaster","No End in Sight: The Very Best of Foreigner","Foreigner",2008-07-08,200026,55,spotify:user:bill9119,2023-12-18T16:56:18Z,"album rock,classic rock,glam metal,hard rock,heartland rock,mellow gold,rock,soft rock",0.554,0.708,3,-5.318,0,0.0271,0.0594,0.00000272,0.143,0.512,131.157,4
3WWkjQjorLde5NdMP776t6,"4AYkFtEBnNnGuoo8HaHErd","Our House","The Rise & Fall","Madness",1982-10-08,203173,62,spotify:user:bill9119,2023-12-23T23:16:16Z,"britpop,new romantic,new wave,ska,ska revival",0.594,0.712,0,-6.057,1,0.039,0.0833,0.000874,0.0548,0.806,120.881,4
2aoo2jlRnM3A0NyLQqMN2f,"776Uo845nYHJpNaStv1Ds4","All Along the Watchtower","Electric Ladyland","Jimi Hendrix",1968-10-25,240800,78,spotify:user:bill9119,2023-12-24T00:30:01Z,"acid rock,album rock,alternative rock,classic rock,hard rock,proto-metal,psychedelic rock,rock",0.438,0.805,8,-6.237,1,0.0624,0.00255,0.0000569,0.0842,0.564,113.253,4
5BMwpS4iYKR30kq9U9beaT,"6kXm2YCtdUOpRYNKeKhfue","City Of Stars","La La Land (Original Motion Picture Soundtrack)","Ryan Gosling",2016-12-09,111240,67,spotify:user:bill9119,2023-12-27T23:44:00Z,"hollywood",0.585,0.0809,6,-19.346,0,0.0523,0.954,0.0233,0.0935,0.204,98.379,4
6Ac4NVYYl2U73QiTt11ZKd,"0UpuH5U4nZ3UGGUJi0Zfbp,1Ek3VdZ8EPmcvgRIqnHlrF","Hooked On A Feeling","Hooked On A Feeling","Blue Swede,Björn Skifs",1973-04-01,172866,74,spotify:user:bill9119,2023-12-28T00:36:08Z,"classic swedish pop",0.547,0.82,8,-6.728,1,0.0805,0.261,0,0.3,0.933,118.208,4
02kqNEFXbcFg22pyvUyjmI,"19ra5tSw0tWufvUp8GotLo","Careless Whisper - Remastered","Twenty Five","George Michael",2006-11-11,303426,59,spotify:user:bill9119,2023-12-28T00:36:08Z,"new wave pop",0.596,0.641,2,-8.88,0,0.0336,0.138,0,0.318,0.792,76.59,4
1hwJKpe0BPUsq6UUrwBWTw,"7oPftvlwr6VrsViSDV7fJY","Boulevard of Broken Dreams","Boulevard of Broken Dreams","Green Day",2004,261266,77,spotify:user:bill9119,2023-12-28T00:36:08Z,"modern rock,permanent wave,punk,rock",0.49,0.679,8,-3.68,1,0.0309,0.00394,0.0000154,0.0383,0.506,167.046,4
5EWPGh7jbTNO2wakv8LjUI,"4MVyzYMgTwdP7Z49wAZHx0","Free Bird","Pronounced' Leh-'Nerd 'Skin-'Nerd","Lynyrd Skynyrd",1973-01-01,547106,81,spotify:user:bill9119,2023-12-28T00:36:08Z,"album rock,classic rock,hard rock,rock,southern rock",0.249,0.834,0,-8.21,1,0.0577,0.0738,0.0000948,0.0924,0.338,118.223,4
6XUHsYE38CEbYunT983O9G,"3JsMj0DEzyWc0VDlHuy9Bx","Give A Little Bit","Even In The Quietest Moments","Supertramp",1977-01-01,248173,78,spotify:user:bill9119,2023-12-28T00:36:08Z,"album rock,art rock,classic rock,glam rock,mellow gold,piano rock,progressive rock,rock,soft rock,symphonic rock",0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767,4
7mQdxTUh7tu3FAsVKqbPDC,"1LZEQNv7sE11VDY3SdxQeN","To Love Somebody (Remastered LP Version)","Bee Gees' 1st [Expanded]","Bee Gees",1967-07-14,182200,0,spotify:user:bill9119,2023-12-28T00:36:08Z,"disco,mellow gold,soft rock",0.401,0.494,9,-7.998,1,0.0314,0.605,0.0000155,0.241,0.501,90.562,4
7oZpnpAQYHe936t9pd3HKr,"7jefIIksOi1EazgRTfW2Pk","When I Was a Boy","Jeff Lynne's ELO - Alone in the Universe","Electric Light Orchestra",2015-11-13,192986,50,spotify:user:bill9119,2023-12-28T00:36:08Z,"album rock,art rock,beatlesque,classic rock,glam rock,mellow gold,rock,soft rock,symphonic rock",0.237,0.462,0,-7.79,1,0.0308,0.843,0.0585,0.0964,0.338,149.178,4
1QEEqeFIZktqIpPI4jSVSF,"29kkCKKGXheHuoO829FxWK","More Than a Feeling","Boston","Boston",1976,285133,82,spotify:user:bill9119,2023-12-28T00:36:08Z,"album rock,classic rock,glam metal,hard rock,mellow gold,rock,soft rock",0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,4
4hHbeIIKO5Y5uLyIEbY9Gn,"1Mxqyy3pSjf8kZZL4QVxS0","Come Fly With Me - Remastered 1998","Come Fly With Me (Expanded Edition)","Frank Sinatra",1958,199093,67,spotify:user:bill9119,2023-12-28T00:36:08Z,"adult standards,easy listening,lounge",0.574,0.338,6,-11.376,1,0.042,0.845,0,0.165,0.493,67.008,4
52SCT6ImFklqEhH21lgErO,"39uv7qSNwIoaAtWNioWnxp","Sweet City Woman","Against the Grain","Stampeders",1971-01-01,207426,57,spotify:user:bill9119,2023-12-28T00:36:08Z,"classic canadian rock",0.696,0.736,7,-7.283,1,0.048,0.255,0,0.117,0.917,88.133,4
3Fzlg5r1IjhLk2qRw667od,"6xeFne1rkxMhKSW3ipvkdV","Dancing in the Moonlight","Onka's Big Moka","Toploader",2000,232693,81,spotify:user:bill9119,2023-12-28T00:36:08Z,"british alternative rock",0.632,0.856,10,-3.463,1,0.0348,0.0624,0,0.347,0.867,119.397,4
3AgvZyLH4sWkII5bnU80aQ,"2kreKea2n96dXjcyAU9j5N","I'm So Excited","Fire! The Very Best of The Pointer Sisters","The Pointer Sisters",1989-09-21,233533,51,spotify:user:bill9119,2023-12-28T00:36:08Z,"disco,girl group,hi-nrg,motown,new wave pop,soft rock",0.581,0.7,7,-10.723,0,0.0377,0.107,0.0031,0.118,0.924,182.415,4
5OSNYk6Mi9qOUirq443f2w,"1mZu3rO7qSD09GdDpePHhY","Relax","Zang Tuum Tumb: The Re-Organization of Pop","Frankie Goes To Hollywood",2013-10-15,236853,0,spotify:user:bill9119,2023-12-28T00:36:08Z,"dance rock,hi-nrg,new romantic,new wave,new wave pop,synthpop",0.691,0.65,9,-11.084,1,0.0359,0.315,0.00000188,0.0619,0.724,115.302,4
